publication.year,source.title,eh,n_articles,ave_authors,sd_authors,tot_cite,ave_cite,sd_cite,M_cit,keywords,top1keyword,top2keyword,top3keyword,n_keywords,keyword_entropy,funders,top1funder,top2funder,top3funder,n_funding,n_econometric_margo,n_econometric_other,country,continent,new_keywords
2021,ECONOMIC HISTORY REVIEW,1,1,4,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Australia,Australia,0
2021,SOCIAL SCIENCE HISTORY,1,1,2,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Australia,Australia,0
2022,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,1,1,NA,1,ECONOMIC-GROWTH;  BRITISH-EMPIRE;  TAX;  RAILWAYS;  HISTORY;  STATE;  TALE,BRITISH-EMPIRE,HISTORY,RAILWAYS,7,-0,,None,None,None,0,0,0,Australia,Australia,2
2022,SOCIAL SCIENCE HISTORY,1,1,3,NA,0,0,NA,0,LEGAL REPRESENTATION;  RETURNED SOLDIERS;  BATTERED WOMEN;  AUSTRALIA;  VICTORIA;  VIOLENCE;  MASCULINITIES;  JUSTICE;  MURDER,AUSTRALIA,BATTERED WOMEN,JUSTICE,9,-0,,None,None,None,0,0,1,Australia,Australia,5
2023,ECONOMIC HISTORY REVIEW,1,1,2,NA,2,2,NA,2,ECONOMIC OUTCOMES;  INSTITUTIONS;  HISTORY;  WEALTH;  MASSACHUSETTS;  INEQUALITY;  VIRGINIA;  TAXATION;  ORIGINS;  INCOMES,HISTORY,INCOMES,INEQUALITY,10,-0,,None,None,None,0,0,0,Australia,Australia,1
2023,SOCIAL SCIENCE HISTORY,1,1,4,NA,0,0,NA,0,FISCAL FEDERALISM;  LOCAL-GOVERNMENT;  LATIN-AMERICA;  URBAN;  INSTITUTIONS;  CITIES;  GROWTH;  AGGLOMERATION;  GOVERNANCE;  ECONOMY,AGGLOMERATION,CITIES,ECONOMY,10,-0,,None,None,None,0,0,1,Australia,Australia,1
2024,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,UNITED-KINGDOM;  FREIGHT RATES;  BRITISH;  TRADE;  COSTS;  PRODUCTIVITY;  EVOLUTION;  FARES;  SAIL,BRITISH,COSTS,EVOLUTION,9,-0,,None,None,None,0,0,1,Australia,Australia,2
2000,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,39,39,NA,39,,None,None,None,0,-0,,None,None,None,0,0,1,Austria,Europe,0
2001,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2002,JOURNAL OF INTERDISCIPLINARY HISTORY,1,2,1.5,0.7071067811865476,27,13.5,19.091883092036785,27,,None,None,None,0,-0,,None,None,None,0,0,1,Austria,Europe,0
2005,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,23,23,NA,23,LATE-19TH-CENTURY;  GROWTH;  COSTS;  INTEGRATION;  TARIFFS;  CANADA,CANADA,COSTS,GROWTH,6,-0,,None,None,None,0,0,1,Austria,Europe,3
2006,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,1,0,19,9.5,2.1213203435596424,11,CURRENCIES;  UNION,UNION,CURRENCIES,None,2,-0,,None,None,None,0,0,0,Austria,Europe,1
2006,JOURNAL OF INTERDISCIPLINARY HISTORY,1,3,1,0,15,5,6.244997998398398,12,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2007,CLIOMETRICA,1,1,1,NA,47,47,NA,47,STATURE;  INCOME;  19TH-CENTURY;  POPULATION;  INEQUALITY;  HEIGHTS;  PROXY;  LAG,19TH-CENTURY,HEIGHTS,INCOME,8,-0,,None,None,None,0,0,0,Austria,Europe,2
2007,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,21,21,NA,21,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2007,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,7,7,NA,7,WORKERS-COMPENSATION;  WORKPLACE DISAMENITIES;  INDUSTRIALIZATION;  LIFE,INDUSTRIALIZATION,LIFE,WORKPLACE DISAMENITIES,4,-0,,None,None,None,0,0,1,Austria,Europe,2
2007,SOCIAL SCIENCE HISTORY,1,1,3,NA,12,12,NA,12,,None,None,None,0,-0,,None,None,None,0,1,1,Austria,Europe,0
2008,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2009,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,13,13,NA,13,GOLD STANDARD;  TARGET ZONES;  POLICY,POLICY,TARGET ZONES,GOLD STANDARD,3,-0,,None,None,None,0,0,0,Austria,Europe,1
2009,JOURNAL OF INTERDISCIPLINARY HISTORY,1,2,1,0,0,0,0,0,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2011,CLIOMETRICA,1,1,2,NA,17,17,NA,17,MEDIEVAL ENGLAND;  GRAIN STORAGE;  AGRICULTURE;  INTEGRATION,AGRICULTURE,GRAIN STORAGE,INTEGRATION,4,-0,,None,None,None,0,1,1,Austria,Europe,0
2012,ECONOMIC HISTORY REVIEW,1,1,2,NA,24,24,NA,24,NETWORKS;  GROWTH,GROWTH,NETWORKS,None,2,-0,,None,None,None,0,0,0,Austria,Europe,0
2014,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2015,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,2,NA,6,6,NA,6,EXCHANGE-RATES;  SYNCHRONIZATION;  ENDOGENEITY;  PERIPHERY;  BULGARIA;  GERMANY;  GROWTH,BULGARIA,ENDOGENEITY,GERMANY,7,-0,,None,None,None,0,0,0,Austria,Europe,2
2016,HISTORICAL METHODS,1,1,1,NA,11,11,NA,11,MEDIEVAL;  REVOLUTION;  GUILDS,GUILDS,REVOLUTION,MEDIEVAL,3,-0,,None,None,None,0,0,1,Austria,Europe,0
2017,ECONOMIC HISTORY REVIEW,1,2,1,0,0,0,0,0,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2018,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,7,7,NA,7,GERMAN TWIN CRISIS;  GREAT-DEPRESSION;  EXCHANGE-RATES;  CONTAGION;  SYSTEM,CONTAGION,EXCHANGE-RATES,GREAT-DEPRESSION,5,-0,,None,None,None,0,0,0,Austria,Europe,0
2019,CLIOMETRICA,1,1,2,NA,6,6,NA,6,ELEMENTARY-EDUCATION;  INSTITUTIONS;  INEQUALITY;  DEMOCRACY;  LANDOWNERSHIP;  ORIGINS;  GROWTH;  STATES;  BRAZIL,BRAZIL,DEMOCRACY,GROWTH,9,-0,,None,None,None,0,0,0,Austria,Europe,1
2019,ECONOMIC HISTORY REVIEW,1,2,1,0,7,3.5,4.949747468305833,7,GERMAN BANKING;  FLOWS,FLOWS,GERMAN BANKING,None,2,-0,,None,None,None,0,0,0,Austria,Europe,1
2019,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,9,9,NA,9,ELEMENTARY-EDUCATION;  INEQUALITY;  LANDOWNERSHIP;  INSTITUTIONS;  STATES;  BRAZIL,BRAZIL,INEQUALITY,INSTITUTIONS,6,-0,,None,None,None,0,0,0,Austria,Europe,1
2019,HISTORICAL METHODS,1,1,5,NA,9,9,NA,9,,None,None,None,0,-0,,None,None,None,0,0,1,Austria,Europe,0
2019,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,2,NA,4,4,NA,4,,None,None,None,0,-0,,None,None,None,0,0,0,Austria,Europe,0
2020,EUROPEAN ECONOMIC REVIEW,0,1,2,NA,1,1,NA,1,EUROPEAN MARRIAGE PATTERN;  FAMILY;  ILLEGITIMACY;  FERTILITY;  MEDIEVAL;  VIOLENCE;  LEGACY;  MEN,FAMILY,FERTILITY,ILLEGITIMACY,8,-0,,None,None,None,0,0,1,Austria,Europe,0
2020,SOCIAL SCIENCE HISTORY,1,1,1,NA,0,0,NA,0,REGIME TYPE;  PEACE;  FOUNDATIONS;  INSTITUTIONS;  REPUTATION;  DEMOCRACY;  MARKETS,DEMOCRACY,FOUNDATIONS,INSTITUTIONS,7,-0,,None,None,None,0,0,0,Austria,Europe,1
2022,EUROPEAN ECONOMIC REVIEW,0,1,1,NA,0,0,NA,0,INSTITUTIONS;  TRADE;  IMPACT,IMPACT,TRADE,INSTITUTIONS,3,-0,,None,None,None,0,0,0,Austria,Europe,0
2022,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,2,NA,0,0,NA,0,INCOME;  SHARES,SHARES,INCOME,None,2,-0,,None,None,None,0,0,0,Austria,Europe,0
2023,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,1,1,NA,1,TIME-SERIES;  GOLDEN-AGE;  EUROPEAN GROWTH;  UNIT-ROOT,EUROPEAN GROWTH,GOLDEN-AGE,UNIT-ROOT,4,-0,,None,None,None,0,0,1,Austria,Europe,1
2023,HISTORICAL METHODS,1,1,8,NA,0,0,NA,0,POLAND,POLAND,None,None,1,-0,,None,None,None,0,0,1,Austria,Europe,1
2005,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,14,14,NA,14,TOKUGAWA JAPAN;  TRADE,TRADE,TOKUGAWA JAPAN,None,2,-0,,None,None,None,0,0,0,Azerbaijan,Asia,1
2021,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,2,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Azerbaijan,Asia,0
2010,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Bahamas,N. America,0
2013,ECONOMIC MODELLING,0,1,2,NA,81,81,NA,81,PRICE SHOCKS;  MACROECONOMY;  IMPACT,IMPACT,MACROECONOMY,PRICE SHOCKS,3,-0,,None,None,None,0,0,1,Bahrain,Asia,2
2013,REVIEW OF ECONOMICS AND STATISTICS,0,1,3,NA,19,19,NA,19,RURAL INDIA;  SOUTH-INDIA;  DOWRY;  PAKISTAN,DOWRY,PAKISTAN,SOUTH-INDIA,4,-0,,None,None,None,0,0,1,Bangladesh,Asia,2
2014,HISTORICAL METHODS,1,1,2,NA,6,6,NA,6,MARRIAGE SQUEEZE;  INDIA,INDIA,MARRIAGE SQUEEZE,None,2,-0,,None,None,None,0,0,1,Bangladesh,Asia,1
2000,ECONOMIC HISTORY REVIEW,1,1,1,NA,81,81,NA,81,INDUSTRIAL-REVOLUTION;  WORLD;  BARBADOS;  AFRICAN;  JAMAICA;  LABOR;  CANE,AFRICAN,BARBADOS,CANE,7,-0,,None,None,None,0,0,0,Barbados,N. America,5
2005,ECONOMIC HISTORY REVIEW,1,1,3,NA,68,68,NA,68,BARBADOS,BARBADOS,None,None,1,-0,,None,None,None,0,0,1,Barbados,N. America,0
2008,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Barbados,N. America,0
2018,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Barbados,N. America,0
2009,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Belarus,Europe,0
2010,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Belarus,Europe,0
2017,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,19,19,NA,19,MARRIAGE PATTERN;  ECONOMIC-GROWTH;  LATE-MEDIEVAL;  MARKETS;  RUSSIA;  INSTITUTIONS;  LITERACY;  FAMILY;  SKILLS;  INCOME,ECONOMIC-GROWTH,FAMILY,INCOME,10,-0,,None,None,None,0,1,1,Belarus,Europe,0
2000,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,11,11,NA,11,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2001,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,7,7,NA,7,FOOD;  BELGIUM,BELGIUM,FOOD,None,2,-0,,None,None,None,0,0,0,Belgium,Europe,2
2001,SOCIAL SCIENCE HISTORY,1,1,1,NA,13,13,NA,13,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2004,SOCIAL SCIENCE HISTORY,1,1,3,NA,54,54,NA,54,STANDARD;  CONSUMPTION;  POPULATION;  MORTALITY;  LIFE,CONSUMPTION,LIFE,MORTALITY,5,-0,,None,None,None,0,0,0,Belgium,Europe,0
2005,HISTORICAL METHODS,1,1,2,NA,54,54,NA,54,19TH-CENTURY;  MOBILITY;  MARRIAGE;  PATTERNS;  EUROPE,EUROPE,MARRIAGE,MOBILITY,5,-0,,None,None,None,0,0,1,Belgium,Europe,0
2006,EXPLORATIONS IN ECONOMIC HISTORY,1,2,2.5,0.7071067811865476,74,37,31.11269837220809,59,BANKING;  SWEDEN;  WAR; COMPANIES,SWEDEN,WAR,COMPANIES,4,-0,,None,None,None,0,0,1,Belgium,Europe,2
2008,ECONOMIC HISTORY REVIEW,1,1,1,NA,12,12,NA,12,POLITICAL-ECONOMY;  UNEMPLOYMENT-INSURANCE;  INTEGRATION;  EVOLUTION;  WELFARE;  GROWTH,EVOLUTION,GROWTH,INTEGRATION,6,-0,,None,None,None,0,0,0,Belgium,Europe,1
2009,ECONOMIC HISTORY REVIEW,1,1,2,NA,29,29,NA,29,,None,None,None,0,-0,,None,None,None,0,0,1,Belgium,Europe,0
2009,EXPLORATIONS IN ECONOMIC HISTORY,1,1,4,NA,16,16,NA,16,BUSINESS GROUPS;  LIQUIDITY;  INVESTMENT;  SHARPE,INVESTMENT,LIQUIDITY,SHARPE,4,-0,,None,None,None,0,0,0,Belgium,Europe,2
2010,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2012,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,8,8,NA,8,GOLD STANDARD;  INTERVENTION;  HISTORY;  RATES,HISTORY,INTERVENTION,RATES,4,-0,,None,None,None,0,0,0,Belgium,Europe,0
2012,EXPLORATIONS IN ECONOMIC HISTORY,1,1,3,NA,24,24,NA,24,EQUITY PREMIUM;  DELISTING BIAS,DELISTING BIAS,EQUITY PREMIUM,None,2,-0,,None,None,None,0,0,1,Belgium,Europe,2
2012,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,3,NA,4,4,NA,4,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2013,ECONOMIC HISTORY REVIEW,1,1,2,NA,12,12,NA,12,OCEAN FREIGHT RATES,OCEAN FREIGHT RATES,None,None,1,-0,,None,None,None,0,0,1,Belgium,Europe,0
2013,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,2,1,0,9,4.5,0.7071067811865476,5,PRODUCTIVITY;  INTEGRATION;  GROWTH;  TERMS;  WAGES; HOUSEHOLD FORMATION;  SUBSISTENCE;  MIGRATION;  EXCHANGE;  ECONOMY,ECONOMY,EXCHANGE,GROWTH,10,-0,,None,None,None,0,0,0,Belgium,Europe,1
2013,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,3,3,NA,3,DEMAND,DEMAND,None,None,1,-0,,None,None,None,0,0,1,Belgium,Europe,0
2013,HISTORICAL METHODS,1,1,5,NA,69,69,NA,69,INTERNATIONAL STANDARD CLASSIFICATION;  OCCUPATIONAL-STATUS;  STATUS ATTAINMENT;  DISTANCE;  REPRODUCTION;  NETHERLANDS,DISTANCE,NETHERLANDS,OCCUPATIONAL-STATUS,6,-0,,None,None,None,0,0,1,Belgium,Europe,3
2013,REVIEW OF ECONOMICS AND STATISTICS,0,1,3,NA,89,89,NA,89,COLLAPSE,COLLAPSE,None,None,1,-0,,None,None,None,0,0,1,Belgium,Europe,1
2014,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,2,NA,1,1,NA,1,MONETARY;  POLICY;  RATES,POLICY,RATES,MONETARY,3,-0,,None,None,None,0,0,0,Belgium,Europe,0
2014,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,9,9,NA,9,RISK;  EQUILIBRIUM;  MOMENTUM;  VOLATILITY;  BELGIUM;  GROWTH;  SHARES;  SIZE,BELGIUM,EQUILIBRIUM,GROWTH,8,-0,,None,None,None,0,1,1,Belgium,Europe,1
2014,HISTORICAL METHODS,1,2,1,0,1,0.5,0.7071067811865476,1,SYSTEMS;  HISTORY; PROJECT,HISTORY,PROJECT,SYSTEMS,3,-0,,None,None,None,0,1,2,Belgium,Europe,1
2015,CLIOMETRICA,1,1,3,NA,11,11,NA,11,DELISTING BIAS;  EXCHANGE;  INDEXES,EXCHANGE,INDEXES,DELISTING BIAS,3,-0,,None,None,None,0,0,1,Belgium,Europe,0
2015,EXPLORATIONS IN ECONOMIC HISTORY,1,2,2,0,5,2.5,0.7071067811865476,3,AGRICULTURAL PROTECTION;  REVEALED PREFERENCE;  VIRTUAL PRICES;  BEHAVIOR; 19TH-CENTURY;  NETWORKS,BEHAVIOR,NETWORKS,REVEALED PREFERENCE,6,-0,,None,None,None,0,0,2,Belgium,Europe,3
2015,SOCIAL SCIENCE HISTORY,1,1,2,NA,8,8,NA,8,PATTERNS,PATTERNS,None,None,1,-0,,None,None,None,0,0,0,Belgium,Europe,0
2016,CLIOMETRICA,1,1,2,NA,9,9,NA,9,INDONESIA;  IMPERIALISM;  VOLATILITY;  EXPANSION;  PRICES,EXPANSION,IMPERIALISM,PRICES,5,-0,,None,None,None,0,0,1,Belgium,Europe,0
2016,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,4,4,NA,4,CAPITAL STRUCTURE;  BANK AFFILIATION;  UNIVERSAL BANKS;  FIRM VALUE;  GOVERNANCE;  SIZE;  DIRECTORS;  DETERMINANTS;  PERFORMANCE;  BANKRUPTCY,BANK AFFILIATION,BANKRUPTCY,DETERMINANTS,10,-0,,None,None,None,0,0,0,Belgium,Europe,4
2016,HISTORICAL METHODS,1,1,1,NA,11,11,NA,11,MEDIEVAL;  REVOLUTION;  GUILDS,GUILDS,REVOLUTION,MEDIEVAL,3,-0,,None,None,None,0,0,1,Belgium,Europe,0
2016,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,2,NA,5,5,NA,5,ECONOMIC-GEOGRAPHY;  COMPARATIVE ADVANTAGE;  MARKET,COMPARATIVE ADVANTAGE,MARKET,ECONOMIC-GEOGRAPHY,3,-0,,None,None,None,0,0,0,Belgium,Europe,0
2016,SOCIAL SCIENCE HISTORY,1,1,1,NA,8,8,NA,8,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2017,EXPLORATIONS IN ECONOMIC HISTORY,1,1,3,NA,3,3,NA,3,REAL WAGES;  ENGLAND,ENGLAND,REAL WAGES,None,2,-0,,None,None,None,0,1,1,Belgium,Europe,0
2017,HISTORICAL METHODS,1,1,2,NA,3,3,NA,3,,None,None,None,0,-0,,None,None,None,0,0,1,Belgium,Europe,0
2018,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,1,NA,7,7,NA,7,INTERNATIONAL GOLD STANDARD;  BILATERALISM;  INTEGRATION;  EMERGENCE;  POLITICS;  EUROPE;  CLAUSE,BILATERALISM,CLAUSE,EMERGENCE,7,-0,,None,None,None,0,0,1,Belgium,Europe,2
2018,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,3,3,NA,3,REGIONAL INEQUALITY,REGIONAL INEQUALITY,None,None,1,-0,,None,None,None,0,0,1,Belgium,Europe,0
2019,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,4,4,NA,4,CZARIST RUSSIA;  PORTFOLIO;  INDUSTRIALIZATION;  STANDARD;  GROWTH,GROWTH,INDUSTRIALIZATION,PORTFOLIO,5,-0,,None,None,None,0,0,1,Belgium,Europe,1
2019,SOCIAL SCIENCE HISTORY,1,1,1,NA,8,8,NA,8,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2020,ECONOMIC HISTORY REVIEW,1,1,2,NA,5,5,NA,5,GERMAN COAL;  TRADE;  GRAIN;  GLOBALIZATION;  BRITAIN;  WORLD;  19TH-CENTURY;  COMPETITION;  CARTELS;  COTTON,19TH-CENTURY,BRITAIN,CARTELS,10,-0,,None,None,None,0,0,0,Belgium,Europe,3
2020,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,2,2,NA,2,CORPORATE GOVERNANCE;  EXECUTIVE-COMPENSATION;  INVESTOR PROTECTION;  FIRM PERFORMANCE;  AGENCY COSTS;  BOARDS;  OWNERSHIP;  IMPACT;  BANKS;  VIEW,AGENCY COSTS,BANKS,BOARDS,10,-0,,None,None,None,0,0,0,Belgium,Europe,0
2020,SOCIAL SCIENCE HISTORY,1,1,1,NA,2,2,NA,2,LIVING STANDARDS;  ECONOMIC-DEVELOPMENT;  BODY-MASS;  HEIGHT;  INDUSTRIALIZATION;  HEALTH;  WOMEN;  INEQUALITY;  AUSTRALIA;  CONVICTS,AUSTRALIA,BODY-MASS,CONVICTS,10,-0,,None,None,None,0,0,1,Belgium,Europe,1
2021,EXPLORATIONS IN ECONOMIC HISTORY,1,1,2,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2021,SOCIAL SCIENCE HISTORY,1,1,1,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2023,CLIOMETRICA,1,3,4.333333333333333,1.1547005383792517,4,1.3333333333333333,0.5773502691896257,2,ECONOMIC-GROWTH;  INCOME; TRANSFORMATION;  CALORIES;  HEALTH; ASYMMETRIC INFORMATION;  FINANCIAL DEVELOPMENT;  IMPERIAL GERMANY;  MARKET;  EXCHANGE;  LONDON;  FIRMS;  PERFORMANCE;  OFFERINGS;  POLITICS,CALORIES,EXCHANGE,FINANCIAL DEVELOPMENT,15,-0,,None,None,None,0,0,2,Belgium,Europe,0
2023,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,1,3,NA,1,1,NA,1,DISAPPEARING DIVIDENDS;  INVESTOR PROTECTION;  POLICY;  TAXES;  MARKET;  DETERMINANTS;  VALUATION;  LIQUIDITY;  TAXATION,DETERMINANTS,INVESTOR PROTECTION,LIQUIDITY,9,-0,,None,None,None,0,0,0,Belgium,Europe,1
2023,JOURNAL OF INTERDISCIPLINARY HISTORY,1,2,1.5,0.7071067811865476,0,0,0,0,LABOR-FORCE PARTICIPATION,LABOR-FORCE PARTICIPATION,None,None,1,-0,,None,None,None,0,0,1,Belgium,Europe,0
2024,CLIOMETRICA,1,1,3,NA,0,0,NA,0,TIME-SERIES PROPERTIES;  INFORMATION;  LIQUIDITY;  EARNINGS;  RETURNS,EARNINGS,INFORMATION,LIQUIDITY,5,-0,KU Leuven,KU Leuven,None,None,1,0,0,Belgium,Europe,1
2024,ECONOMIC HISTORY REVIEW,1,2,2.5,0.7071067811865476,0,0,0,0,FINANCIAL DEVELOPMENT;  HISTORICAL RETURNS;  MARKETS;  POLITICS;  CRISIS;  STOCKS;  RISK;  LAW; BERLIN STOCK-EXCHANGE;  FOREIGN-INVESTMENT;  IPOS EVIDENCE;  DEBT MARKETS;  RETURNS;  GROWTH;  PERFORMANCE;  LESSONS;  FIRMS;  ERA,CRISIS,DEBT MARKETS,ERA,18,-0,Research Foundation Flanders [1172820N];  Research Foundation Flanders under the PhD Fundamental Research scheme,Research Foundation Flanders under the PhD Fundamental Research scheme,Research Foundation Flanders [1172820N],None,2,0,1,Belgium,Europe,4
2024,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,2,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Belgium,Europe,0
2013,EXPLORATIONS IN ECONOMIC HISTORY,1,1,1,NA,7,7,NA,7,TECHNOLOGY;  TRADE;  BOOM;  INSTITUTIONS;  INVESTMENT;  NIGERIA;  SLAVERY;  LAND,BOOM,INSTITUTIONS,INVESTMENT,8,-0,,None,None,None,0,0,0,Benin,Africa,2
2014,ECONOMIC HISTORY REVIEW,1,1,1,NA,2,2,NA,2,COLONIAL ECONOMIC-POLICY;  NIGERIA;  BRITISH,BRITISH,NIGERIA,COLONIAL ECONOMIC-POLICY,3,-0,,None,None,None,0,0,0,Benin,Africa,1
2014,JOURNAL OF DEVELOPMENT ECONOMICS,0,1,1,NA,6,6,NA,6,PROPERTY-RIGHTS;  INSTITUTIONS;  HISTORY,HISTORY,INSTITUTIONS,PROPERTY-RIGHTS,3,-0,,None,None,None,0,0,0,Benin,Africa,0
1999,ECONOMIC HISTORY REVIEW,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Bolivia,S. America,1
2004,SOCIAL SCIENCE HISTORY,1,1,1,NA,17,17,NA,17,,None,None,None,0,-0,,None,None,None,0,0,0,Bolivia,S. America,0
2005,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Bolivia,S. America,0
2006,REVIEW OF ECONOMICS AND STATISTICS,0,1,1,NA,69,69,NA,69,,None,None,None,0,-0,,None,None,None,0,0,0,Bolivia,S. America,0
2009,CLIOMETRICA,1,1,3,NA,9,9,NA,9,EXPORT TAXES,EXPORT TAXES,None,None,1,-0,,None,None,None,0,0,1,Bolivia,S. America,1
2010,CLIOMETRICA,1,1,3,NA,11,11,NA,11,TURNING-POINTS;  UNIT-ROOT;  CIVIL-WAR;  INTERESTS;  GUANO,CIVIL-WAR,GUANO,INTERESTS,5,-0,,None,None,None,0,0,1,Bolivia,S. America,1
2012,EXPLORATIONS IN ECONOMIC HISTORY,1,1,3,NA,79,79,NA,79,RURAL WORKERS;  POPULATION;  OPPRESSION;  STANDARDS;  PEONAGE;  MEXICO;  PRICES,MEXICO,OPPRESSION,PEONAGE,7,-0,,None,None,None,0,0,1,Bolivia,S. America,3
2016,CLIOMETRICA,1,1,2,NA,10,10,NA,10,DECLINE,DECLINE,None,None,1,-0,,None,None,None,0,0,1,Bolivia,S. America,0
2018,ECONOMIC HISTORY REVIEW,1,1,3,NA,4,4,NA,4,LATIN-AMERICA;  1ST WAVE;  ARGENTINA;  ACCURACY;  GLOBALIZATION;  GRAVITY;  GROWTH;  COSTS,1ST WAVE,ACCURACY,ARGENTINA,8,-0,,None,None,None,0,0,0,Bolivia,S. America,1
2021,EUROPEAN JOURNAL OF POLITICAL ECONOMY,0,1,2,NA,1,1,NA,1,POLITICAL-ECONOMY;  AGGREGATE DEMAND;  EMPLOYMENT,AGGREGATE DEMAND,EMPLOYMENT,POLITICAL-ECONOMY,3,-0,,None,None,None,0,0,0,Bolivia,S. America,0
2021,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,Bolivia,S. America,0
2023,JOURNAL OF INTERDISCIPLINARY HISTORY,1,1,1,NA,0,0,NA,0,,None,None,None,0,-0,,None,None,None,0,0,0,Bolivia,S. America,0
2010,ECONOMIC HISTORY REVIEW,1,1,1,NA,25,25,NA,25,POLITICAL FOUNDATIONS;  CORRUPTION,CORRUPTION,POLITICAL FOUNDATIONS,None,2,-0,,None,None,None,0,0,0,Botswana,Africa,2
