"word","freq"
"suicide",16
"surveys",16
"trabajo",16
"trafficking",16
"transactions",16
"turning",16
"validation",16
"vietnamese",16
"zimbabwe",16
"‘the",15
"accountability",15
"actors",15
"actual",15
"advantages",15
"ai",15
"années",15
"arts",15
"auf",15
"banques",15
"behavioral",15
"belonging",15
"brics",15
"businesses",15
"busts",15
"call",15
"childrens",15
"closing",15
"come",15
"competitividad",15
"composers",15
"concepts",15
"congo",15
"considerations",15
"correction",15
"correlates",15
"crédito",15
"crescimento",15
"cultures",15
"customs",15
"década",15
"determinant",15
"determining",15
"deutsche",15
"deutschland",15
"developmental",15
"dialogue",15
"direction",15
"districts",15
"doctrine",15
"ecology",15
"economist",15
"editorial",15
"ein",15
"emergency",15
"equation",15
"estimate",15
"event",15
"excess",15
"experts",15
"extended",15
"externalities",15
"finnish",15
"fixed",15
"flanders",15
"flexibility",15
"fortune",15
"fundamentals",15
"gcc",15
"giuseppe",15
"going",15
"histórico",15
"hunger",15
"industrialización",15
"industrializing",15
"intercultural",15
"internationalization",15
"interno",15
"inventors",15
"jus",15
"k",15
"kinship",15
"kong",15
"league",15
"leave",15
"lesson",15
"limpact",15
"line",15
"logic",15
"malaria",15
"medium",15
"migrations",15
"milk",15
"mothers’",15
"myths",15
"native",15
"neoclassical",15
"newspapers",15
"non",15
"onset",15
"operation",15
"os",15
"papers",15
"pensions",15
"peripheral",15
"permanent",15
"personality",15
"philip",15
"policymaking",15
"possibilities",15
"practical",15
"prejudice",15
"productive",15
"professionals",15
"programme",15
"push",15
"questions",15
"reflection",15
"retrospect",15
"revenues",15
"roma",15
"seguridad",15
"separation",15
"skilled",15
"southeastern",15
"sovereignty",15
"sterling",15
"svishtov",15
"takeoff",15
"task",15
"threshold",15
"tradition",15
"transición",15
"traps",15
"understand",15
"vaccination",15
"violencia",15
"waste",15
"waterloo",15
"weak",15
"what’s",15
"wind",15
"xvii",15
"африка",15
"actions",14
"added",14
"africanamerican",14
"agrifood",14
"always",14
"argentine",14
"attendance",14
"baby",14
"background",14
"bang",14
"bayesian",14
"became",14
"bilateral",14
"blackwhite",14
"boards",14
"bogotá",14
"boundaries",14
"brand",14
"britain’s",14
"britains",14
"budgets",14
"build",14
"cambios",14
"car",14
"careers",14
"centers",14
"circa",14
"circular",14
"civic",14
"coevolution",14
"collateral",14
"compliance",14
"conquest",14
"core",14
"coronavirus",14
"correlation",14
"correlations",14
"courts",14
"definition",14
"democracies",14
"depresión",14
"deprivation",14
"determination",14
"difference",14
"differential",14
"differentials",14
"discourses",14
"divided",14
"dominance",14
"drugs",14
"enfranchisement",14
"español",14
"étatsunis",14
"exercise",14
"exit",14
"extraction",14
"extractive",14
"far",14
"foreigners",14
"gerais",14
"hiv",14
"hybrid",14
"implementing",14
"improvement",14
"incarceration",14
"inflows",14
"intermediation",14
"intersectional",14
"introducing",14
"islands",14
"lasting",14
"limitations",14
"linguistic",14
"love",14
"made",14
"mainstream",14
"makes",14
"managerial",14
"meat",14
"members",14
"metals",14
"metropolitan",14
"might",14
"mississippi",14
"mitad",14
"multinational",14
"multiplier",14
"neolithic",14
"nivel",14
"novel",14
"opinion",14
"orientation",14
"original",14
"passenger",14
"patenting",14
"pays",14
"perspectivas",14
"phase",14
"pib",14
"places",14
"powerful",14
"predictors",14
"proceso",14
"producers",14
"profits",14
"promise",14
"provincia",14
"purchasing",14
"quantity",14
"rapid",14
"reconsidered",14
"regionales",14
"regulación",14
"representations",14
"resolution",14
"retrospective",14
"reversals",14
"s–s",14
"scandinavian",14
"scenarios",14
"segmentation",14
"serfdom",14
"smith",14
"soft",14
"specific",14
"speculation",14
"stay",14
"sudan",14
"sulla",14
"sword",14
"techniques",14
"thomas",14
"toniolo",14
"trilemma",14
"typology",14
"ukrainian",14
"urbana",14
"useful",14
"usury",14
"validity",14
"valley",14
"weber",14
"woman",14
"yields",14
"z",14
"за",14
"ad",13
"adam",13
"agua",13
"animals",13
"antisemitism",13
"arbitrage",13
"audit",13
"bailout",13
"balancing",13
"barcelona",13
"basel",13
"benefit",13
"books",13
"bourse",13
"buying",13
"campaigns",13
"center",13
"challenging",13
"citizen",13
"classes",13
"clean",13
"close",13
"clustering",13
"clusters",13
"cohorts",13
"communal",13
"communitybased",13
"communityengaged",13
"concern",13
"conference",13
"conflicto",13
"considering",13
"constitutions",13
"constructing",13
"contingent",13
"crops",13
"crude",13
"day",13
"declining",13
"deindustrialization",13
"determinantes",13
"déterminants",13
"determines",13
"devaluation",13
"diaspora",13
"disaggregated",13
"disclosure",13
"discoveries",13
"distortions",13
"dynasties",13
"efforts",13
"eight",13
"elementary",13
"emission",13
"er",13
"executive",13
"farmer",13
"fast",13
"financement",13
"financiero",13
"firmlevel",13
"fisher",13
"franchise",13
"francisco",13
"frente",13
"g",13
"georgia",13
"getting",13
"glass",13
"got",13
"grande",13
"hacia",13
"hold",13
"image",13
"incidence",13
"interdisciplinary",13
"interregional",13
"iraq",13
"jahre",13
"lafrique",13
"landownership",13
"longlasting",13
"macroeconomy",13
"marta",13
"material",13
"medio",13
"mondialisation",13
"monétaire",13
"multipliers",13
"nordic",13
"office",13
"orígenes",13
"overcome",13
"overseas",13
"país",13
"palestine",13
"parents’",13
"peoples",13
"plains",13
"platform",13
"popular",13
"postcolonial",13
"priorities",13
"producción",13
"profiles",13
"prohibition",13
"protestantism",13
"puerto",13
"putting",13
"r",13
"railroad",13
"rehabilitation",13
"relevance",13
"reports",13
"revealed",13
"rigidity",13
"rwanda",13
"salarios",13
"scotland",13
"se",13
"selective",13
"self",13
"selfselection",13
"shapes",13
"sheet",13
"simple",13
"simulation",13
"singapore",13
"smallholder",13
"stochastic",13
"storm",13
"storytelling",13
"strengthening",13
"strong",13
"sviluppo",13
"temps",13
"terror",13
"text",13
"théorie",13
"ties",13
"timing",13
"tools",13
"traders",13
"trades",13
"uses",13
"valuation",13
"want",13
"worker",13
"wto",13
"—",12
"ability",12
"acceptance",12
"acts",12
"adverse",12
"affects",12
"ahead",12
"alternatives",12
"anchor",12
"armed",12
"asiapacific",12
"automation",12
"away",12
"backward",12
"bancaire",12
"baseball",12
"battle",12
"belt",12
"benin",12
"betting",12
"biases",12
"bill",12
"biodiversity",12
"breaking",12
"chapter",12
"chicago",12
"claims",12
"cluster",12
"cohesion",12
"cohort",12
"comme",12
"commons",12
"complementarity",12
"congressional",12
"constraint",12
"crisi",12
"croatia",12
"crosssectional",12
"cyclical",12
"days",12
"dealing",12
"deficit",12
"delle",12
"dem",12
"desenvolvimento",12
"discretion",12
"distributions",12
"door",12
"earlymodern",12
"economique",12
"edad",12
"emotions",12
"enlightenment",12
"entwicklung",12
"es",12
"essential",12
"ethic",12
"evidences",12
"familiar",12
"fine",12
"frequency",12
"gang",12
"genesis",12
"gentrification",12
"happened",12
"hasta",12
"hirschman",12
"história",12
"historique",12
"input",12
"institute",12
"ipos",12
"istanbul",12
"kazakhstan",12
"kind",12
"léconomie",12
"lecture",12
"lisbon",12
"losing",12
"machines",12
"macroprudential",12
"manufacturers",12
"married",12
"marx",12
"masculinity",12
"materials",12
"may",12
"missions",12
"mode",12
"modelos",12
"monnaie",12
"neighbourhood",12
"nepal",12
"nobel",12
"noise",12
"nuevos",12
"numbers",12
"obesity",12
"ontario",12
"owners",12
"partition",12
"patronage",12
"pilot",12
"policing",12
"postcovid",12
"postunification",12
"prefecture",12
"privilege",12
"probate",12
"produce",12
"profile",12
"promises",12
"providers",12
"provisions",12
"pursuit",12
"qing",12
"reading",12
"reappraisal",12
"recruitment",12
"redistributive",12
"reexamination",12
"resultados",12
"russia’s",12
"sectores",12
"serie",12
"seven",12
"shadows",12
"sixteenth",12
"slaves",12
"sociopolitical",12
"software",12
"speed",12
"staff",12
"stereotypes",12
"stratification",12
"strike",12
"surplus",12
"synthesis",12
"synthetic",12
"think",12
"tracing",12
"traditions",12
"trans",12
"transformación",12
"truth",12
"upper",12
"users",12
"uso",12
"utility",12
"varieties",12
"voters",12
"web",12
"workforce",12
"zones",12
"zum",12
"развития",12
"’s",11
"abilities",11
"abroad",11
"abundance",11
"academia",11
"address",11
"africans",11
"ageing",11
"algeria",11
"alliance",11
"alliances",11
"allied",11
"analytic",11
"ante",11
"anthropology",11
"article",11
"aus",11
"australias",11
"avrupa",11
"baja",11
"belief",11
"blessing",11
"borrowing",11
"bound",11
"boys",11
"bullying",11
"capitalisme",11
"capitalismo",11
"capture",11
"cardiovascular",11
"catch",11
"channel",11
"channels",11
"childbearing",11
"chronic",11
"citation",11
"civilization",11
"cloth",11
"club",11
"colectiva",11
"commission",11
"components",11
"concerning",11
"confidence",11
"congress",11
"contexto",11
"contraception",11
"corn",11
"cuts",11
"d’un",11
"d’une",11
"dan",11
"debts",11
"demanda",11
"democracia",11
"dependent",11
"derivatives",11
"después",11
"disparity",11
"dissolution",11
"distribución",11
"domination",11
"drought",11
"earlylife",11
"elderly",11
"elements",11
"embodied",11
"entrepreneur",11
"evaluación",11
"eve",11
"experiencia",11
"extent",11
"exterior",11
"faculty",11
"faith",11
"father",11
"fin",11
"footprint",11
"formación",11
"fuentes",11
"functions",11
"get",11
"god",11
"gouvernance",11
"grandes",11
"habits",11
"hate",11
"histoire",11
"hitler",11
"holdings",11
"holy",11
"homicide",11
"illicit",11
"individuals",11
"interactive",11
"interior",11
"interpreting",11
"interview",11
"israeli",11
"jahrhundert",11
"japan’s",11
"java",11
"latemedieval",11
"led",11
"liberalism",11
"libre",11
"lifetime",11
"linear",11
"linked",11
"listed",11
"listening",11
"livelihoods",11
"louest",11
"m",11
"markov",11
"meets",11
"merger",11
"microlevel",11
"migrants’",11
"mind",11
"mine",11
"mines",11
"missionary",11
"mitigating",11
"modèle",11
"morocco",11
"multilateralism",11
"multiracial",11
"myanmar",11
"names",11
"neutrality",11
"nos",11
"nothing",11
"och",11
"offshore",11
"option",11
"outcome",11
"papel",11
"período",11
"petersburg",11
"philanthropy",11
"plans",11
"points",11
"politiques",11
"postcrisis",11
"postpandemic",11
"postsocialist",11
"powers",11
"pratiques",11
"predictability",11
"prediction",11
"preventing",11
"printing",11
"productiva",11
"productividad",11
"professor",11
"properties",11
"proximity",11
"psychosocial",11
"purchase",11
"rainfall",11
"random",11
"reaction",11
"reconsidering",11
"relaciones",11
"remoteness",11
"rentseeking",11
"republican",11
"resettlement",11
"residence",11
"revised",11
"risque",11
"royal",11
"runs",11
"sales",11
"schumpeterian",11
"século",11
"settlers",11
"socially",11
"sociedad",11
"societal",11
"sound",11
"stage",11
"stockholm",11
"storia",11
"switching",11
"système",11
"television",11
"temperature",11
"temporal",11
"texas",11
"timevarying",11
"tokyo",11
"track",11
"traits",11
"transformations",11
"transforming",11
"trauma",11
"treasury",11
"trump",11
"tuberculosis",11
"u",11
"unique",11
"variations",11
"vasco",11
"visión",11
"volatile",11
"volume",11
"volunteering",11
"washington",11
"watershed",11
"willingness",11
"window",11
"wwi",11
"zwischen",11
"“i",10
"acquisition",10
"addressing",10
"adulthood",10
"advancing",10
"advocacy",10
"affective",10
"airline",10
"alexander",10
"amazon",10
"análise",10
"analytical",10
"antecedentes",10
"arabia",10
"argentino",10
"australia’s",10
"authorities",10
"automotive",10
"backwardness",10
"balkan",10
"ballot",10
"bc",10
"becoming",10
"behavioural",10
"belgian",10
"belle",10
"bills",10
"births",10
"blocs",10
"born",10
"brothers",10
"canadas",10
"cancer",10
"capitalists",10
"cartels",10
"caused",10
"charity",10
"chronicles",10
"cliométrique",10
"collection",10
"color",10
"coming",10
"commentary",10
"commuting",10
"comparativo",10
"complementarities",10
"concurrence",10
"conflicting",10
"connecting",10
"contraction",10
"controlling",10
"conventional",10
"copper",10
"copyright",10
"create",10
"crosscultural",10
"damage",10
"dark",10
"degli",10
"degree",10
"demands",10
"depressions",10
"deserves",10
"digitalization",10
"dinero",10
"discount",10
"disney",10
"documents",10
"dodd–frank",10
"don’t",10
"doua",10
"dynasty",10
"eating",10
"ecosystem",10
"ed",10
"efficacy",10
"emigrant",10
"empleo",10
"enabling",10
"engines",10
"establishing",10
"européenne",10
"expanding",10
"explanations",10
"exploitation",10
"exporting",10
"factories",10
"feeding",10
"fertilizer",10
"financialization",10
"finanzas",10
"flexible",10
"fossil",10
"francophone",10
"frictions",10
"fruits",10
"futuro",10
"gain",10
"gentium",10
"geopolitics",10
"germany’s",10
"gestion",10
"gone",10
"governing",10
"healthy",10
"hedonic",10
"hegemony",10
"homeless",10
"homo",10
"host",10
"humanitarian",10
"hypotheses",10
"incomplete",10
"influencia",10
"inicios",10
"inputs",10
"insider",10
"internacionales",10
"inventory",10
"invisible",10
"inward",10
"journals",10
"jumătate",10
"jure",10
"keep",10
"kuwait",10
"l",10
"latent",10
"leap",10
"links",10
"lived",10
"livelihood",10
"longue",10
"mafia",10
"maintaining",10
"mania",10
"marchés",10
"más",10
"maynard",10
"microcredit",10
"mirada",10
"mit",10
"moderna",10
"motherhood",10
"mozambique",10
"mundo",10
"municipalities",10
"nationwide",10
"nord",10
"norm",10
"northeast",10
"number",10
"oder",10
"opposition",10
"origen",10
"overcoming",10
"parliament",10
"parte",10
"parties",10
"partners",10
"paul",10
"peter",10
"pitfalls",10
"plague",10
"población",10
"politicians",10
"político",10
"postworld",10
"practitioners",10
"precious",10
"pressures",10
"preventive",10
"primer",10
"profitable",10
"protecting",10
"protests",10
"quantile",10
"quantityquality",10
"quo",10
"radicalization",10
"recommendations",10
"reconsideration",10
"recursos",10
"redlining",10
"reflexiones",10
"regulated",10
"removal",10
"researchers",10
"residents",10
"reverse",10
"round",10
"russias",10
"safeguarding",10
"secteur",10
"seeds",10
"set",10
"seventeenth",10
"show",10
"sixteenthcentury",10
"slovak",10
"slowdown",10
"smooth",10
"sociodemographic",10
"solar",10
"solving",10
"southwest",10
"stable",10
"statehood",10
"sticky",10
"sud",10
"suez",10
"supporting",10
"surge",10
"sweet",10
"symptoms",10
"syria",10
"team",10
"teams",10
"temporary",10
"ten",10
"teoría",10
"tfp",10
"thth",10
"tiger",10
"tokugawa",10
"trajectory",10
"transparency",10
"transporte",10
"turnover",10
"twenty",10
"undergraduate",10
"unfinished",10
"valor",10
"valuing",10
"van",10
"variety",10
"vision",10
"votes",10
"winning",10
"xvi",10
"yet",10
"zu",10
"abortion",9
"absorption",9
"adaptability",9
"adolescence",9
"affair",9
"afghanistan",9
"ago",9
"agrícola",9
"aircraft",9
"albert",9
"alimentaria",9
"amidst",9
"analysing",9
"analytics",9
"anthropocene",9
"antonio",9
"anxiety",9
"aplicación",9
"applying",9
"approche",9
"arbitration",9
"archive",9
"archives",9
"arms",9
"artisanal",9
"aspect",9
"assessments",9
"asymmetry",9
"attributes",9
"austrohungarian",9
"awareness",9
"balances",9
"banker",9
"banks’",9
"barranquilla",9
"basque",9
"beginnings",9
"blue",9
"boost",9
"brands",9
"brasileiro",9
"bridging",9
"burkina",9
"calidad",9
"cameroun",9
"centralized",9
"character",9
"chine",9
"ciclos",9
"circumstances",9
"civilian",9
